,asin,meta,Title,Author
703,0307582884,"{'ISBN-13': '9780307582881', 'Title': 'The Maze Runner', 'Authors': ['James Dashner'], 'Publisher': 'Listening Library', 'Year': '2009', 'Language': 'eng'}",The Maze Runner,James Dashner
704,0307587827,"{'ISBN-13': '9780307587824', 'Title': ""Pilgrim's Wilderness: A True Story Of Faith And Madness On The Alaska Frontier"", 'Authors': ['Tom Kizzia'], 'Publisher': 'Crown', 'Year': '2013', 'Language': 'eng'}",Pilgrim's Wilderness: A True Story Of Faith And Madness On The Alaska Frontier,Tom Kizzia
705,030758836X,"{'ISBN-13': '9780307588364', 'Title': 'Gone Girl: A Novel', 'Authors': ['Gillian Flynn'], 'Publisher': 'Crown', 'Year': '2012', 'Language': 'eng'}",Gone Girl: A Novel,Gillian Flynn
706,0307588920,"{'ISBN-13': '9780307588920', 'Title': 'Think Of A Number: A Novel', 'Authors': ['John Verdon'], 'Publisher': 'Crown Publishers', 'Year': '2010', 'Language': 'eng'}",Think Of A Number: A Novel,John Verdon
707,0307589730,"{'ISBN-13': '9780307589736', 'Title': 'Life Without Limits: Inspiration For A Ridiculously Good Life', 'Authors': ['Nick Vujicic'], 'Publisher': 'Doubleday', 'Year': '2010', 'Language': 'eng'}",Life Without Limits: Inspiration For A Ridiculously Good Life,Nick Vujicic
708,0307590615,"{'ISBN-13': '9780307590619', 'Title': 'Decision Points', 'Authors': ['George W. Bush'], 'Publisher': 'Crown Publishers', 'Year': '2010', 'Language': 'eng'}",Decision Points,George W. Bush
709,0307593967,"{'ISBN-13': '9780307593962', 'Title': 'Foundation ; Foundation And Empire ; Second Foundation', 'Authors': ['Isaac Asimov', 'with an introduction by Michael Dirda'], 'Publisher': 'Everymans Library', 'Year': '2010', 'Language': 'eng'}",Foundation ; Foundation And Empire ; Second Foundation,Isaac Asimov
710,0307594009,"{'ISBN-13': '9780307594006', 'Title': 'The Diary Of A Young Girl', 'Authors': ['Anne Frank', 'edited by Otto H. Frank and Mirjam Pressler', 'translated by Susan Massotty'], 'Publisher': 'Alfred A. Knopf', 'Year': '2010', 'Language': 'eng'}",The Diary Of A Young Girl,Anne Frank
711,0307594033,"{'ISBN-13': '9780307594037', 'Title': 'The End Of Your Life Book Club', 'Authors': ['Will Schwalbe'], 'Publisher': 'Alfred A. Knopf', 'Year': '2012', 'Language': 'eng'}",The End Of Your Life Book Club,Will Schwalbe
712,0307594777,"{'ISBN-13': '9780307594778', 'Title': ""Stieg Larsson's Millennium Trilogy"", 'Authors': [''], 'Publisher': 'Alfred a Knopf Inc', 'Year': '2010', 'Language': 'eng'}",Stieg Larsson's Millennium Trilogy,
713,0307594882,"{'ISBN-13': '9780307594884', 'Title': 'My Beloved World', 'Authors': ['Sonia Sotomayor'], 'Publisher': 'Knopf', 'Year': '2013', 'Language': 'eng'}",My Beloved World,Sonia Sotomayor
714,0307595110,"{'ISBN-13': '9780307595119', 'Title': 'The Wolf Gift: A Novel', 'Authors': ['Anne Rice'], 'Publisher': 'Knopf Doubleday Publishing Group', 'Year': '2012', 'Language': 'eng'}",The Wolf Gift: A Novel,Anne Rice
715,0307595129,"{'ISBN-13': '9780307595126', 'Title': 'Maine: A Novel', 'Authors': ['J. Courtney Sullivan'], 'Publisher': 'Alfred A. Knopf', 'Year': '2011', 'Language': 'eng'}",Maine: A Novel,J. Courtney Sullivan
716,0307595870,"{'ISBN-13': '9780307595874', 'Title': 'The Leopard', 'Authors': ['Jo Nesbø'], 'Publisher': 'Random House', 'Year': '2011', 'Language': 'eng'}",The Leopard,Jo Nesbø
717,0307596885,"{'ISBN-13': '9780307596888', 'Title': 'Dear Life: Stories', 'Authors': ['Alice Munro'], 'Publisher': 'Alfred A. Knopf', 'Year': '2012', 'Language': 'eng'}",Dear Life: Stories,Alice Munro
718,0307596907,"{'ISBN-13': '9780307596901', 'Title': 'The Woman Upstairs: A Novel', 'Authors': ['Claire Messud'], 'Publisher': 'Alfred A. Knopf', 'Year': '2013', 'Language': 'eng'}",The Woman Upstairs: A Novel,Claire Messud
719,0307700119,"{'ISBN-13': '9780307700117', 'Title': ""The Cat's Table"", 'Authors': ['Michael Ondaatje'], 'Publisher': 'Alfred A. Knopf', 'Year': '2011', 'Language': 'eng'}",The Cat's Table,Michael Ondaatje
720,0307700666,"{'ISBN-13': '9780307700667', 'Title': 'Going Clear: Scientology, Hollywood, And The Prison Of Belief', 'Authors': ['Lawrence Wright'], 'Publisher': 'Alfred A. Knopf', 'Year': '2013', 'Language': 'eng'}","Going Clear: Scientology, Hollywood, And The Prison Of Belief",Lawrence Wright
721,0307704076,"{'ISBN-13': '9780307704078', 'Title': 'Linchpin [Are You Indispensible?]', 'Authors': ['Seth Godin'], 'Publisher': 'Random House Audio', 'Year': '2010', 'Language': 'eng'}",Linchpin [Are You Indispensible?],Seth Godin
722,0307704114,"{'ISBN-13': '9780307704115', 'Title': ""Homer's Odyssey [A Fearless Feline Tale, Or How I Learned About Love And Life With A Blind Wonder Cat]"", 'Authors': ['Gwen Cooper'], 'Publisher': 'Random House Audio', 'Year': '2009', 'Language': 'eng'}","Homer's Odyssey [A Fearless Feline Tale, Or How I Learned About Love And Life With A Blind Wonder Cat]",Gwen Cooper
723,0307704254,"{'ISBN-13': '9780307704252', 'Title': '""V"" Is for vengeance', 'Authors': ['Sue Grafton'], 'Publisher': 'Random House Audio', 'Year': '2011', 'Language': 'zxx'}","""V"" Is for vengeance",Sue Grafton
724,0307710319,"{'ISBN-13': '9780307710314', 'Title': 'The Forest Of Hands And Teeth', 'Authors': ['Carrie Ryan'], 'Publisher': 'Listening Library', 'Year': '2010', 'Language': 'eng'}",The Forest Of Hands And Teeth,Carrie Ryan
725,0307711773,"{'ISBN-13': '9780307711779', 'Title': 'The Lost Hero: The Heroes Of Olympus, Book One', 'Authors': ['Rick Riordan'], 'Publisher': 'Listening Library', 'Year': '2010', 'Language': 'eng'}","The Lost Hero: The Heroes Of Olympus, Book One",Rick Riordan
726,0307712508,"{'ISBN-13': '9780307712509', 'Title': 'The Immortal Life Of Henrietta Lacks', 'Authors': ['Rebecca Skloot'], 'Publisher': 'Random House Audio', 'Year': '2010', 'Language': 'eng'}",The Immortal Life Of Henrietta Lacks,Rebecca Skloot
727,0307712842,"{'ISBN-13': '9780307712844', 'Title': ""Major Pettigrew's Last Stand A Novel"", 'Authors': ['Helen Simonson'], 'Publisher': 'Random House Audio', 'Year': '2010', 'Language': 'eng'}",Major Pettigrew's Last Stand A Novel,Helen Simonson
728,0307713547,"{'ISBN-13': '9780307713544', 'Title': 'The Invisible Bridge [A Novel]', 'Authors': ['Julie Orringer'], 'Publisher': 'Random House Audio', 'Year': '2010', 'Language': 'eng'}",The Invisible Bridge [A Novel],Julie Orringer
729,0307716511,"{'ISBN-13': '9780307716514', 'Title': 'Sister: A Novel', 'Authors': ['Rosamund Lupton'], 'Publisher': 'Crown Publishers', 'Year': '2010', 'Language': 'eng'}",Sister: A Novel,Rosamund Lupton
730,0307717097,"{'ISBN-13': '9780307717092', 'Title': 'The Informationist: A Novel', 'Authors': ['Taylor Stevens'], 'Publisher': 'Crown Publishers', 'Year': '2011', 'Language': 'eng'}",The Informationist: A Novel,Taylor Stevens
731,0307718964,"{'ISBN-13': '9780307718969', 'Title': 'Five Days At Memorial: Life And Death In A Storm-Ravaged Hospital', 'Authors': ['Sheri Fink'], 'Publisher': 'Crown Publishing Group', 'Year': '2013', 'Language': 'eng'}",Five Days At Memorial: Life And Death In A Storm-Ravaged Hospital,Sheri Fink
732,0307730697,"{'ISBN-13': '9780307730695', 'Title': 'Fearless: The Undaunted Courage And Ultimate Sacrifice Of Navy SEAL Team Six Operator Adam Brown', 'Authors': ['Eric Blehm'], 'Publisher': 'WaterBrook Press', 'Year': '2012', 'Language': 'eng'}",Fearless: The Undaunted Courage And Ultimate Sacrifice Of Navy SEAL Team Six Operator Adam Brown,Eric Blehm
733,0307731715,"{'ISBN-13': '9780307731715', 'Title': ""To Heaven And Back: A Doctor's Extraordinary Account Of Her Death, Heaven, Angels, And Life Again: A True Story"", 'Authors': ['Mary C. Neal'], 'Publisher': 'Waterbrook Press', 'Year': '2012', 'Language': 'eng'}","To Heaven And Back: A Doctor's Extraordinary Account Of Her Death, Heaven, Angels, And Life Again: A True Story",Mary C. Neal
734,0307740803,"{'ISBN-13': '9780307740809', 'Title': 'Robopocalypse: A Novel', 'Authors': ['Daniel H. Wilson'], 'Publisher': 'Vintage Contemporaries', 'Year': '2012', 'Language': 'eng'}",Robopocalypse: A Novel,Daniel H. Wilson
735,0307740994,"{'ISBN-13': '9780307740991', 'Title': 'Never Let Me Go', 'Authors': ['Kazuo Ishiguro'], 'Publisher': 'Vintage international', 'Year': '2010', 'Language': 'eng'}",Never Let Me Go,Kazuo Ishiguro
736,0307741907,"{'ISBN-13': '9780307741905', 'Title': 'The Lost Symbol', 'Authors': ['Dan Brown'], 'Publisher': 'Anchor a Division of Random House', 'Year': '2010', 'Language': 'eng'}",The Lost Symbol,Dan Brown
737,0307743659,"{'ISBN-13': '9780307743657', 'Title': 'The Shining', 'Authors': ['Stephen King'], 'Publisher': 'Anchor Books', 'Year': '2012', 'Language': 'eng'}",The Shining,Stephen King
738,0307743667,"{'ISBN-13': '9780307743664', 'Title': 'Carrie', 'Authors': ['Stephen King'], 'Publisher': 'Anchor Books', 'Year': '2011', 'Language': 'eng'}",Carrie,Stephen King
739,0307743675,"{'ISBN-13': '9780307743671', 'Title': ""'Salem's Lot"", 'Authors': ['Stephen King'], 'Publisher': 'Anchor Books', 'Year': '2011', 'Language': 'eng'}",'Salem's Lot,Stephen King
740,0307743683,"{'ISBN-13': '9780307743688', 'Title': 'The Stand', 'Authors': ['Stephen King'], 'Publisher': 'Anchor Books', 'Year': '2011', 'Language': 'eng'}",The Stand,Stephen King
741,0307743926,"{'ISBN-13': '9780307743923', 'Title': 'Light In The Ruins', 'Authors': ['Chris Bohjalian'], 'Publisher': 'Vintage', 'Year': '2014', 'Language': 'eng'}",Light In The Ruins,Chris Bohjalian
742,0307744434,"{'ISBN-13': '9780307744432', 'Title': 'The Night Circus: A Novel', 'Authors': ['Erin Morgenstern'], 'Publisher': 'Anchor Books', 'Year': '2012', 'Language': 'eng'}",The Night Circus: A Novel,Erin Morgenstern
743,0307749436,"{'ISBN-13': '9780307749437', 'Title': 'Worth Dying For', 'Authors': ['Lee Child'], 'Publisher': 'Random House Audio', 'Year': '2010', 'Language': 'eng'}",Worth Dying For,Lee Child
744,0307749584,"{'ISBN-13': '9780307749581', 'Title': 'A Wanted Man A Jack Reacher Novel', 'Authors': ['written by Lee Child', 'read by Dick Hill'], 'Publisher': 'Random House Audio', 'Year': '2012', 'Language': 'eng'}",A Wanted Man A Jack Reacher Novel,written by Lee Child
745,0307749649,"{'ISBN-13': '9780307749642', 'Title': 'Never Go Back A Jack Reacher Novel', 'Authors': ['Lee Child'], 'Publisher': 'Random House Audio', 'Year': '2013', 'Language': 'eng'}",Never Go Back A Jack Reacher Novel,Lee Child
746,0307750833,"{'ISBN-13': '9780307750839', 'Title': 'Roses', 'Authors': ['Leila Meacham'], 'Publisher': 'Random House', 'Year': '2010', 'Language': 'eng'}",Roses,Leila Meacham
747,0307750922,"{'ISBN-13': '9780307750921', 'Title': 'Gone Tomorrow', 'Authors': ['By Lee Child'], 'Publisher': 'Random House Audio', 'Year': '19uu', 'Language': 'eng'}",Gone Tomorrow,By Lee Child
748,0307750930,"{'ISBN-13': '9780307750938', 'Title': 'The Neighbor', 'Authors': ['Lisa Gardner'], 'Publisher': 'Random House', 'Year': '2010', 'Language': 'eng'}",The Neighbor,Lisa Gardner
749,0307878007,"{'ISBN-13': '9780307878007', 'Title': 'TransAtlantic A Novel', 'Authors': ['Colum McCann'], 'Publisher': 'Random House Audio', 'Year': '2013', 'Language': 'eng'}",TransAtlantic A Novel,Colum McCann
750,0307879321,"{'ISBN-13': '9780307879325', 'Title': 'Deceived', 'Authors': ['Paul S. Kemp'], 'Publisher': 'Random House Audio', 'Year': '2011', 'Language': 'eng'}",Deceived,Paul S. Kemp
751,0307879496,"{'ISBN-13': '9780307879493', 'Title': 'Speaking From Among The Bones: A Flavia De Luce Novel', 'Authors': ['Alan Bradley'], 'Publisher': 'Random House Audio', 'Year': '2013', 'Language': 'eng'}",Speaking From Among The Bones: A Flavia De Luce Novel,Alan Bradley
752,0307879852,"{'ISBN-13': '9780307879851', 'Title': 'The Dead In Their Vaulted Arches', 'Authors': ['Alan Bradley'], 'Publisher': 'Random House Audio', 'Year': '2014', 'Language': 'eng'}",The Dead In Their Vaulted Arches,Alan Bradley
753,0307885151,"{'ISBN-13': '9780307885159', 'Title': 'A Short History Of Nearly Everything', 'Authors': ['Bill Bryson'], 'Publisher': 'Broadway Books', 'Year': '2010', 'Language': 'eng'}",A Short History Of Nearly Everything,Bill Bryson
754,0307886263,"{'ISBN-13': '9780307886262', 'Title': 'Is Everyone Hanging Out Without Me? (And Other Concerns)', 'Authors': ['Mindy Kaling'], 'Publisher': 'Crown Archetype', 'Year': '2011', 'Language': 'eng'}",Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling
755,030788743X,"{'ISBN-13': '9780307887436', 'Title': 'Ready Player One', 'Authors': ['Ernest Cline'], 'Publisher': 'Crown Publishers', 'Year': '2011', 'Language': 'eng'}",Ready Player One,Ernest Cline
756,0307887960,"{'ISBN-13': '9780307887962', 'Title': 'The Dukan Diet: 2 Steps To Lose The Weight, 2 Steps To Keep It Off Forever', 'Authors': ['Pierre Dukan'], 'Publisher': 'Crown Archetype', 'Year': '2011', 'Language': 'eng'}","The Dukan Diet: 2 Steps To Lose The Weight, 2 Steps To Keep It Off Forever",Pierre Dukan
757,0307913090,"{'ISBN-13': '9780307913098', 'Title': 'Game Of Thrones', 'Authors': ['George R.R. Martin'], 'Publisher': 'Random House Audio', 'Year': '2011', 'Language': 'eng'}",Game Of Thrones,George R.R. Martin
758,0307914208,"{'ISBN-13': '9780307914200', 'Title': 'The Sweetness At The Bottom Of The Pie', 'Authors': ['Alan Bradley'], 'Publisher': 'Random House Audio', 'Year': '2011', 'Language': 'eng'}",The Sweetness At The Bottom Of The Pie,Alan Bradley
759,0307917371,"{'ISBN-13': '9780307917379', 'Title': 'The Sandcastle Girls', 'Authors': ['Chris Bohjalian'], 'Publisher': 'Random House Audio', 'Year': '2012', 'Language': 'eng'}",The Sandcastle Girls,Chris Bohjalian
760,0307931889,"{'ISBN-13': '9780307931887', 'Title': 'Every Day', 'Authors': ['David Levithan'], 'Publisher': 'Alfred A. Knopf', 'Year': '2012', 'Language': 'eng'}",Every Day,David Levithan
761,0307932508,"{'ISBN-13': '9780307932501', 'Title': 'Explosive Eighteen', 'Authors': ['Janet Evanovich'], 'Publisher': 'Random House', 'Year': '2011', 'Language': 'eng'}",Explosive Eighteen,Janet Evanovich
762,0307932540,"{'ISBN-13': '9780307932549', 'Title': 'Notorious Nineteen', 'Authors': ['Janet Evanovich'], 'Publisher': 'Random House Audio', 'Year': '2012', 'Language': 'eng'}",Notorious Nineteen,Janet Evanovich
763,0307932583,"{'ISBN-13': '9780307932587', 'Title': 'Wicked Business', 'Authors': ['Janet Evanovich'], 'Publisher': 'Random House Audio', 'Year': '2012', 'Language': 'eng'}",Wicked Business,Janet Evanovich
764,0307932885,"{'ISBN-13': '9780307932884', 'Title': 'The Killer Angels', 'Authors': ['Michael Shaara'], 'Publisher': 'Random House Audio', 'Year': '2004', 'Language': 'eng'}",The Killer Angels,Michael Shaara
765,030793313X,"{'ISBN-13': '9780307933133', 'Title': '61 Hours', 'Authors': ['Lee Child'], 'Publisher': 'Random House Audio', 'Year': '2010', 'Language': 'eng'}",61 Hours,Lee Child
766,0307934055,"{'ISBN-13': '9780307934055', 'Title': 'Behind The Beautiful Forevers Life, Death, And Hope In A Mumbai Undercity', 'Authors': ['Katherine Boo'], 'Publisher': 'Random House', 'Year': '2012', 'Language': 'eng'}","Behind The Beautiful Forevers Life, Death, And Hope In A Mumbai Undercity",Katherine Boo
767,0307939650,"{'ISBN-13': '9780307939654', 'Title': 'Destiny Of The Republic: A Tale Of Madness, Medicine, And The Murder Of A President', 'Authors': ['Candice Millard'], 'Publisher': 'Random House Audio', 'Year': '2011', 'Language': 'eng'}","Destiny Of The Republic: A Tale Of Madness, Medicine, And The Murder Of A President",Candice Millard
768,0307939693,"{'ISBN-13': '9780307939692', 'Title': ""The Orphan Master's Son"", 'Authors': ['Adam Johnson'], 'Publisher': 'Random House Audio', 'Year': '2012', 'Language': 'eng'}",The Orphan Master's Son,Adam Johnson
769,0307943194,"{'ISBN-13': '9780307943194', 'Title': 'The litigators', 'Authors': ['by John Grisham'], 'Publisher': 'Random House Audio', 'Year': '2011', 'Language': 'zxx'}",The litigators,by John Grisham
770,0307943232,"{'ISBN-13': '9780307943231', 'Title': 'The Racketeer A Novel', 'Authors': ['John Grisham'], 'Publisher': 'Random House Audio', 'Year': '2012', 'Language': 'eng'}",The Racketeer A Novel,John Grisham
771,0307948196,"{'ISBN-13': '9780307948199', 'Title': 'The Dressmaker: A Novel', 'Authors': ['Kate Alcott'], 'Publisher': 'Anchor Books', 'Year': '2013', 'Language': 'eng'}",The Dressmaker: A Novel,Kate Alcott
772,030794834X,"{'ISBN-13': '9780307948342', 'Title': 'Heads In Beds: A Reckless Memoir Of Hotels, Hustles, And So-Called Hospitality', 'Authors': ['Jacob Tomsky'], 'Publisher': 'Anchor Books', 'Year': '2013', 'Language': 'eng'}","Heads In Beds: A Reckless Memoir Of Hotels, Hustles, And So-Called Hospitality",Jacob Tomsky
773,0307949702,"{'ISBN-13': '9780307949707', 'Title': 'The Twelve Tribes Of Hattie', 'Authors': ['Ayana Matthis'], 'Publisher': 'Vintage Books', 'Year': '2013', 'Language': 'eng'}",The Twelve Tribes Of Hattie,Ayana Matthis
774,0307950425,"{'ISBN-13': '9780307950420', 'Title': 'Benediction', 'Authors': ['Kent Haruf'], 'Publisher': '', 'Year': '2014', 'Language': 'eng'}",Benediction,Kent Haruf
775,0307950433,"{'ISBN-13': '9780307950437', 'Title': ""The Supremes At Earl's All-You-Can-Eat: A Novel"", 'Authors': ['Edward Kelsey Moore'], 'Publisher': '', 'Year': '2013', 'Language': 'eng'}",The Supremes At Earl's All-You-Can-Eat: A Novel,Edward Kelsey Moore
776,0307950476,"{'ISBN-13': '9780307950475', 'Title': 'The Dog Stars: A Novel', 'Authors': ['Peter Heller'], 'Publisher': 'Vintage Contemporaries', 'Year': '2013', 'Language': 'eng'}",The Dog Stars: A Novel,Peter Heller
777,0307950492,"{'ISBN-13': '9780307950499', 'Title': 'Ghostman', 'Authors': ['Roger Hobbs'], 'Publisher': '', 'Year': '2013', 'Language': 'eng'}",Ghostman,Roger Hobbs
778,0307950654,"{'ISBN-13': '9780307950659', 'Title': 'Death Comes To Pemberley', 'Authors': ['P.D. James'], 'Publisher': 'Vintage Books', 'Year': '2013', 'Language': 'eng'}",Death Comes To Pemberley,P.D. James
779,0307951154,"{'ISBN-13': '9780307951151', 'Title': 'Phantom', 'Authors': ['Jo Nesbø', 'translated from the Norwegian by Don Bartlett'], 'Publisher': 'Vintage Books', 'Year': '2013', 'Language': 'eng'}",Phantom,Jo Nesbø
780,0307956350,"{'ISBN-13': '9780307956354', 'Title': 'The Expats: A Novel', 'Authors': ['Chris Pavone'], 'Publisher': 'Crown Publishers', 'Year': '2012', 'Language': 'eng'}",The Expats: A Novel,Chris Pavone
781,0307957276,"{'ISBN-13': '9780307957276', 'Title': ""The Beginner's Goodbye: A Novel"", 'Authors': ['by Anne Tyler'], 'Publisher': 'Alfred A. Knopf', 'Year': '2012', 'Language': 'eng'}",The Beginner's Goodbye: A Novel,by Anne Tyler
782,0307957837,"{'ISBN-13': '9780307957832', 'Title': 'His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass', 'Authors': ['Philip Pullman', 'with a preface by the author and an introduction by Lucy Hughes-Hallett'], 'Publisher': 'Everymans Library', 'Year': '2011', 'Language': 'eng'}","His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",Philip Pullman
